ID,Estado de la desaparición,Clasificación de la desaparición,Fecha de la desaparición,Edad al momento de la desaparición,Sexo del desaparecido,País de nacimiento del desaparecido,Ancestro racial del desaparecido,Estado civil del desaparecido,Escolaridad del desaparecido,Pertenencia grupal del desaparecido,País donde ocurre la desaparición,Municipio donde ocurre la desaparición DANE,Departamento donde ocurre la desaparición DANE
"232,857",Desaparecido,Sin Información,10/03/2023,38,Hombre,Colombia,Mestizo,Casado (a),Educación media o secundaria alta,Ninguno,Colombia,Uramita,Antioquia
"232,858",Aparecio Vivo,Sin Información,13/03/2023,10,Hombre,Venezuela,Mestizo,No Aplica,Educación inicial y educación preescolar,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,860",Desaparecido,Sin Información,21/02/2023,49,Hombre,Colombia,Sin Información,"Separado(a),Divorciado(a)",Educación básica primaria,Sin información,Colombia,Medellín,Antioquia
"232,862",Aparecio Vivo,Sin Información,12/03/2023,15,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,863",Aparecio Vivo,Sin Información,09/03/2023,64,Hombre,Colombia,Mestizo,"Separado(a),Divorciado(a)",Educación media o secundaria alta,Ninguno,Colombia,Cali,Valle Del Cauca
"232,866",Desaparecido,Sin Información,13/03/2023,16,Mujer,Colombia,Indigena,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,868",Desaparecido,Sin Información,11/03/2023,23,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Dosquebradas,Risaralda
"232,869",Desaparecido,Sin Información,11/03/2023,34,Hombre,Venezuela,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,870",Desaparecido,Sin Información,09/03/2023,15,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Fundación,Magdalena
"232,871",Desaparecido,Sin Información,08/01/2023,61,Hombre,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Chile,Desaparecidos en el extranjero,Desaparecidos en el extranjero
"232,872",Desaparecido,Sin Información,09/03/2023,20,Hombre,Colombia,Sin Información,Soltero (a),Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Soacha,Cundinamarca
"232,876",Aparecio Muerto,Desaparición Presuntamente Forzada,13/03/2023,30,Hombre,Colombia,Blanco,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Quibdó,Chocó
"232,877",Desaparecido,Sin Información,14/03/2023,15,Mujer,Colombia,Sin Información,Soltero (a),Educación básica primaria,Ninguno,Colombia,Neiva,Huila
"232,878",Desaparecido,Sin Información,13/03/2023,15,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,879",Aparecio Vivo,Sin Información,12/03/2023,21,Mujer,Venezuela,Mestizo,Soltero (a),Educación media o secundaria alta,Otro,Colombia,Bogotá D.C.,Bogotá D.C
"232,880",Aparecio Vivo,Sin Información,13/03/2023,30,Mujer,Colombia,Mestizo,Unión Libre,Educación inicial y educación preescolar,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,881",Desaparecido,Sin Información,24/02/2023,18,Mujer,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Aldana,Nariño
"232,883",Desaparecido,Sin Información,14/03/2023,16,Hombre,Colombia,Sin Información,Soltero (a),Educación básica secundaria o secundaria baja,Sin información,Colombia,Chía,Cundinamarca
"232,884",Aparecio Vivo,Sin Información,13/03/2023,15,Mujer,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,885",Aparecio Vivo,Sin Información,14/03/2023,7,Mujer,Colombia,Sin Información,No Aplica,Sin información,Sin información,Colombia,Bogotá D.C.,Bogotá D.C
"232,886",Desaparecido,Sin Información,28/02/2023,20,Hombre,Venezuela,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Persona adicta a una droga natural o sintética,Colombia,Puerto Caicedo,Putumayo
"232,888",Desaparecido,Sin Información,08/03/2023,39,Mujer,Venezuela,Mestizo,Soltero (a),Educación técnica profesional y tecnológica,Ninguno,Colombia,Soacha,Cundinamarca
"232,889",Desaparecido,Sin Información,02/01/2023,60,Hombre,Colombia,Sin Información,Soltero (a),Educación básica primaria,Sin información,Colombia,Itagui,Antioquia
"232,890",Aparecio Vivo,Sin Información,06/03/2023,49,Hombre,Colombia,Mestizo,Soltero (a),Educación técnica profesional y tecnológica,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C
"232,894",Aparecio Vivo,Sin Información,14/03/2023,15,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Dosquebradas,Risaralda
"232,896",Desaparecido,Sin Información,07/01/2023,33,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,898",Desaparecido,Sin Información,13/01/2023,41,Mujer,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,900",Aparecio Vivo,Sin Información,13/03/2023,19,Mujer,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C
"232,901",Aparecio Vivo,Sin Información,11/03/2023,26,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,902",Desaparecido,Sin Información,19/02/2023,25,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Mosquera,Cundinamarca
"232,903",Desaparecido,Sin Información,06/03/2023,34,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Villa Del Rosario,Norte De Santander
"232,904",Aparecio Vivo,Sin Información,12/03/2023,17,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Pereira,Risaralda
"232,906",Desaparecido,Sin Información,11/03/2023,60,Mujer,Colombia,Mestizo,Unión Libre,Educación inicial y educación preescolar,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,907",Desaparecido,Sin Información,11/03/2023,22,Hombre,Colombia,Blanco,Soltero (a),Educación básica primaria,Ninguno,Colombia,Medellín,Antioquia
"232,908",Aparecio Vivo,Sin Información,12/03/2023,14,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Soacha,Cundinamarca
"232,909",Desaparecido,Sin Información,15/03/2023,11,Hombre,Colombia,Sin Información,Sin Información,Educación básica primaria,Sin información,Colombia,Facatativá,Cundinamarca
"232,911",Desaparecido,Sin Información,08/03/2023,19,Mujer,Colombia,Sin Información,Sin Información,Sin información,Sin información,Colombia,Soacha,Cundinamarca
"232,912",Desaparecido,Sin Información,13/03/2023,19,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Pereira,Risaralda
"232,913",Desaparecido,Sin Información,28/02/2023,49,Hombre,Colombia,Sin Información,Soltero (a),Educación media o secundaria alta,Sin información,Colombia,Sopó,Cundinamarca
"232,914",Desaparecido,Sin Información,11/03/2023,13,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Sin información,Colombia,El Rosal,Cundinamarca
"232,915",Aparecio Vivo,Sin Información,13/03/2023,18,Mujer,Colombia,Sin Información,Soltero (a),Educación básica secundaria o secundaria baja,Sin información,Colombia,Medellín,Antioquia
"232,916",Desaparecido,Sin Información,13/02/2023,28,Mujer,Colombia,Mestizo,Soltero (a),Sin información,Sin información,Colombia,Santa Marta,Magdalena
"232,917",Desaparecido,Sin Información,13/03/2023,40,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C
"232,918",Aparecio Vivo,Sin Información,03/03/2023,1,Mujer,Colombia,Mestizo,No Aplica,Sin información,Ninguno,Colombia,Cali,Valle Del Cauca
"232,921",Aparecio Vivo,Sin Información,16/03/2023,17,Mujer,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,922",Desaparecido,Sin Información,13/03/2023,77,Hombre,Colombia,Blanco,Soltero (a),Educación técnica profesional y tecnológica,Ninguno,Colombia,Yumbo,Valle Del Cauca
"232,923",Aparecio Vivo,Sin Información,03/03/2023,16,Mujer,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,924",Aparecio Vivo,Sin Información,19/02/2023,26,Mujer,Colombia,Mestizo,"Separado(a),Divorciado(a)",Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,926",Aparecio Vivo,Sin Información,01/01/2023,15,Mujer,Colombia,Sin Información,Soltero (a),Educación básica primaria,Ninguno,Colombia,Ibagué,Tolima
"232,927",Aparecio Vivo,Sin Información,14/03/2023,67,Hombre,Colombia,Mestizo,Casado (a),Educación inicial y educación preescolar,Ninguno,Colombia,Chinchiná,Caldas
"232,928",Aparecio Vivo,Sin Información,16/03/2023,17,Hombre,Colombia,Mestizo,No Aplica,Educación básica secundaria o secundaria baja,Ninguno,Colombia,Cúcuta,Norte De Santander
"232,929",Desaparecido,Sin Información,25/02/2023,20,Hombre,Colombia,Sin Información,Sin Información,Sin información,Sin información,Colombia,Santa Marta,Magdalena
"232,930",Desaparecido,Sin Información,17/03/2023,47,Hombre,Colombia,Mestizo,Casado (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,931",Desaparecido,Sin Información,17/01/2023,15,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,El Carmen De Viboral,Antioquia
"232,932",Desaparecido,Sin Información,13/03/2023,16,Mujer,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,933",Desaparecido,Sin Información,16/03/2023,19,Hombre,Colombia,Mestizo,Unión Libre,Educación básica primaria,Sin información,Colombia,Bogotá D.C.,Bogotá D.C
"232,934",Desaparecido,Sin Información,16/03/2023,19,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,935",Desaparecido,Sin Información,17/03/2023,15,Mujer,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,937",Desaparecido,Sin Información,18/03/2023,29,Mujer,Colombia,Sin Información,Soltero (a),Educación técnica profesional y tecnológica,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,938",Aparecio Vivo,Sin Información,12/03/2023,18,Mujer,Colombia,Mestizo,"Separado(a),Divorciado(a)",Educación básica secundaria o secundaria baja,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,940",Desaparecido,Sin Información,10/03/2023,14,Mujer,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,941",Desaparecido,Sin Información,13/03/2023,29,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Cali,Valle Del Cauca
"232,942",Aparecio Vivo,Sin Información,17/03/2023,14,Mujer,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,943",Desaparecido,Sin Información,16/03/2023,14,Mujer,Colombia,Sin Información,Soltero (a),Educación básica primaria,Ninguno,Colombia,Cali,Valle Del Cauca
"232,944",Aparecio Vivo,Sin Información,17/03/2023,16,Mujer,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,945",Desaparecido,Sin Información,18/03/2023,26,Hombre,Colombia,Mestizo,Unión Libre,Educación técnica profesional y tecnológica,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,946",Aparecio Muerto,Desaparición Presuntamente Forzada,15/03/2023,30,Hombre,Colombia,Negro,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Quibdó,Chocó
"232,947",Desaparecido,Sin Información,18/03/2023,39,Mujer,Colombia,Mestizo,Unión Libre,Educación media o secundaria alta,Discapacitados (as),Colombia,Bogotá D.C.,Bogotá D.C
"232,948",Desaparecido,Sin Información,12/03/2023,29,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Soacha,Cundinamarca
"232,949",Aparecio Muerto,Sin Información,17/03/2023,36,Hombre,Colombia,Mestizo,Unión Libre,Educación básica secundaria o secundaria baja,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C
"232,950",Aparecio Vivo,Sin Información,16/03/2023,33,Mujer,Colombia,Mestizo,Unión Libre,Educación básica secundaria o secundaria baja,Ninguno,Colombia,Cali,Valle Del Cauca
"232,951",Desaparecido,Sin Información,28/02/2023,21,Mujer,Colombia,Mestizo,"Separado(a),Divorciado(a)",Educación básica primaria,Ninguno,Colombia,Santa Rosa De Cabal,Risaralda
"232,952",Desaparecido,Sin Información,15/03/2023,29,Hombre,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C
"232,953",Aparecio Vivo,Sin Información,16/03/2023,29,Hombre,Colombia,Mulato,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Pasto,Nariño
"232,954",Aparecio Vivo,Sin Información,18/03/2023,60,Hombre,Colombia,Mestizo,Unión Libre,Educación inicial y educación preescolar,Ninguno,Colombia,Cali,Valle Del Cauca
"232,955",Desaparecido,Sin Información,16/03/2023,29,Hombre,Colombia,Mestizo,Unión Libre,Educación media o secundaria alta,Ninguno,Colombia,Soacha,Cundinamarca
"232,956",Desaparecido,Sin Información,26/02/2023,17,Mujer,Venezuela,Sin Información,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,957",Desaparecido,Sin Información,18/03/2023,21,Hombre,Colombia,Mestizo,Soltero (a),Educación inicial y educación preescolar,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,958",Aparecio Vivo,Sin Información,11/03/2023,36,Hombre,Colombia,Mestizo,Unión Libre,Educación inicial y educación preescolar,Persona adicta a una droga natural o sintética,Colombia,Cali,Valle Del Cauca
"232,959",Aparecio Vivo,Sin Información,17/03/2023,14,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,960",Aparecio Vivo,Sin Información,18/03/2023,49,Mujer,Colombia,Sin Información,Unión Libre,Educación básica primaria,Ninguno,Colombia,Ibagué,Tolima
"232,961",Aparecio Vivo,Sin Información,16/03/2023,64,Hombre,Sin información,Mestizo,Soltero (a),Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C
"232,962",Aparecio Vivo,Sin Información,18/03/2023,57,Mujer,Colombia,Negro,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Cali,Valle Del Cauca
"232,963",Desaparecido,Sin Información,10/03/2023,40,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Otro,Colombia,Bogotá D.C.,Bogotá D.C
"232,965",Aparecio Vivo,Sin Información,13/03/2023,72,Hombre,Colombia,Sin Información,Unión Libre,Sin información,Ninguno,Colombia,Girardot,Cundinamarca
"232,968",Aparecio Muerto,Desaparición Presuntamente Forzada,18/03/2023,28,Hombre,Colombia,Blanco,Soltero (a),Educación inicial y educación preescolar,Comunidad LGBT,Colombia,Guadalajara De Buga,Valle Del Cauca
"232,969",Desaparecido,Sin Información,03/03/2023,16,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Medellín,Antioquia
"232,970",Aparecio Vivo,Sin Información,19/03/2023,50,Hombre,Colombia,Sin Información,"Separado(a),Divorciado(a)",Educación media o secundaria alta,Otro,Colombia,Armenia,Quindio
"232,971",Desaparecido,Sin Información,19/03/2023,13,Mujer,Colombia,Sin Información,Soltero (a),Educación básica primaria,Sin información,Colombia,Mosquera,Cundinamarca
"232,972",Desaparecido,Sin Información,03/03/2023,54,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,La Palma,Cundinamarca
"232,973",Desaparecido,Sin Información,16/03/2023,51,Hombre,Colombia,Sin Información,Soltero (a),Educación básica primaria,Ninguno,Colombia,Ibagué,Tolima
"232,974",Desaparecido,Sin Información,15/03/2023,21,Hombre,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,975",Desaparecido,Sin Información,18/03/2023,12,Hombre,Colombia,Sin Información,Soltero (a),Sin información,Otro,Colombia,Soacha,Cundinamarca
"232,976",Aparecio Vivo,Sin Información,19/03/2023,31,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Discapacitados (as),Colombia,Bogotá D.C.,Bogotá D.C
"232,977",Desaparecido,Sin Información,19/03/2023,38,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,978",Desaparecido,Sin Información,10/02/2023,14,Hombre,Colombia,Sin Información,Soltero (a),Sin información,Ninguno,Colombia,San Pablo De Borbur,Boyacá
"232,979",Desaparecido,Sin Información,19/03/2023,9,Hombre,Colombia,Mestizo,No Aplica,Educación inicial y educación preescolar,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,980",Desaparecido,Sin Información,04/01/2023,33,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Montecristo,Bolívar
"232,981",Desaparecido,Sin Información,20/03/2023,66,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,982",Aparecio Vivo,Sin Información,16/03/2023,24,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Discapacitados (as),Colombia,Bogotá D.C.,Bogotá D.C
"232,983",Desaparecido,Sin Información,11/03/2023,16,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,984",Desaparecido,Sin Información,16/03/2023,13,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,986",Desaparecido,Sin Información,18/03/2023,14,Mujer,Sin información,Mulato,Sin Información,Educación básica secundaria o secundaria baja,Persona adicta a una droga natural o sintética,Colombia,Cali,Valle Del Cauca
"232,987",Desaparecido,Sin Información,16/03/2023,12,Hombre,Venezuela,Mestizo,Soltero (a),Educación inicial y educación preescolar,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C
"232,988",Desaparecido,Sin Información,18/02/2023,33,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Bucaramanga,Santander
"232,989",Desaparecido,Sin Información,17/03/2023,14,Mujer,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Persona adicta a una droga natural o sintética,Colombia,Manizales,Caldas
"232,990",Desaparecido,Sin Información,18/03/2023,14,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Dosquebradas,Risaralda
"232,991",Desaparecido,Sin Información,17/03/2023,15,Mujer,Colombia,Blanco,Soltero (a),Educación básica secundaria o secundaria baja,Persona adicta a una droga natural o sintética,Colombia,Cali,Valle Del Cauca
"232,992",Aparecio Vivo,Sin Información,11/02/2023,43,Hombre,Colombia,Sin Información,Soltero (a),Educación básica primaria,Ninguno,Colombia,Ibagué,Tolima
"232,993",Desaparecido,Desaparición Presuntamente Forzada,07/03/2023,35,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Buriticá,Antioquia
"232,994",Desaparecido,Sin Información,18/03/2023,15,Mujer,Colombia,Sin Información,Sin Información,Educación básica primaria,Ninguno,Colombia,Campoalegre,Huila
"232,995",Aparecio Vivo,Sin Información,21/03/2023,35,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Pereira,Risaralda
"232,996",Desaparecido,Desaparición Presuntamente Forzada,14/02/2023,19,Hombre,Colombia,Negro,Soltero (a),Educación básica secundaria o secundaria baja,Persona en condición de desplazamiento,Colombia,Buenaventura,Valle Del Cauca
"232,997",Desaparecido,Sin Información,19/03/2023,15,Mujer,Colombia,Blanco,Soltero (a),Educación básica secundaria o secundaria baja,Sin información,Colombia,Tuluá,Valle Del Cauca
"232,999",Aparecio Vivo,Sin Información,13/01/2023,12,Hombre,Sin información,Sin Información,Sin Información,Sin información,Ninguno,Colombia,Anorí,Antioquia
"233,000",Desaparecido,Sin Información,20/03/2023,35,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Cúcuta,Norte De Santander
"233,001",Desaparecido,Sin Información,09/03/2023,17,Mujer,Colombia,Sin Información,Soltero (a),Educación básica primaria,Sin información,Colombia,Bogotá D.C.,Bogotá D.C
"233,002",Desaparecido,Sin Información,11/03/2023,21,Hombre,Colombia,Sin Información,Sin Información,Sin información,Sin información,Colombia,Santa Marta,Magdalena
"233,003",Desaparecido,Sin Información,20/03/2023,31,Mujer,Colombia,Sin Información,Unión Libre,Educación media o secundaria alta,Personas que ejercen actividades políticas,Colombia,Medellín,Antioquia
"233,004",Aparecio Vivo,Sin Información,18/03/2023,57,Mujer,Colombia,Mestizo,Unión Libre,Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"233,005",Aparecio Vivo,Sin Información,20/03/2023,15,Mujer,Venezuela,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"233,006",Desaparecido,Sin Información,14/03/2023,24,Hombre,Colombia,Sin Información,Soltero (a),Sin información,Ninguno,Colombia,Itagui,Antioquia
"233,007",Desaparecido,Sin Información,16/02/2023,34,Hombre,Colombia,Mestizo,Soltero (a),Educación técnica profesional y tecnológica,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C
"233,008",Aparecio Vivo,Sin Información,04/03/2023,25,Mujer,Venezuela,Sin Información,Soltero (a),Sin información,Ninguno,Colombia,Fusagasugá,Cundinamarca
"233,009",Desaparecido,Sin Información,15/03/2023,29,Hombre,Venezuela,Mestizo,Unión Libre,Educación básica primaria,Ninguno,Colombia,Soledad,Atlántico
"233,010",Desaparecido,Sin Información,21/03/2023,80,Mujer,Colombia,Mestizo,Viudo (a),Sin escolaridad,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"233,011",Desaparecido,Sin Información,18/03/2023,36,Hombre,Colombia,Mestizo,Soltero (a),Educación inicial y educación preescolar,Persona habitante de la calle,Colombia,Bogotá D.C.,Bogotá D.C
"233,012",Desaparecido,Sin Información,19/03/2023,16,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Santa Marta,Magdalena
"233,013",Desaparecido,Sin Información,19/02/2023,13,Mujer,Venezuela,Mestizo,No Aplica,Educación básica primaria,Ninguno,Colombia,Bucaramanga,Santander
"233,014",Aparecio Vivo,Sin Información,18/03/2023,23,Mujer,Venezuela,Mestizo,Soltero (a),Educación técnica profesional y tecnológica,Ninguno,Colombia,Buenaventura,Valle Del Cauca
"233,015",Aparecio Vivo,Sin Información,19/03/2023,1,Hombre,Colombia,Negro,No Aplica,Sin escolaridad,Ninguno,Colombia,Buenaventura,Valle Del Cauca
"233,016",Desaparecido,Sin Información,17/03/2023,40,Hombre,Colombia,Mestizo,Casado (a),Educación técnica profesional y tecnológica,Ninguno,Colombia,Sincelejo,Sucre
"233,017",Aparecio Vivo,Sin Información,22/03/2023,25,Mujer,Colombia,Negro,Unión Libre,Sin escolaridad,Persona en condición de desplazamiento,Colombia,Bogotá D.C.,Bogotá D.C
"233,019",Desaparecido,Sin Información,06/03/2023,16,Hombre,Colombia,Mestizo,Sin Información,Educación básica primaria,Ninguno,Colombia,Pereira,Risaralda
"233,021",Desaparecido,Sin Información,13/03/2023,21,Mujer,Colombia,Mulato,Soltero (a),Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Cartagena,Bolívar
"233,022",Aparecio Vivo,Sin Información,17/03/2023,24,Mujer,Colombia,Mestizo,"Separado(a),Divorciado(a)",Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"233,023",Desaparecido,Sin Información,17/03/2023,56,Hombre,Colombia,Blanco,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Jerusalén,Cundinamarca
"233,024",Desaparecido,Sin Información,19/03/2023,28,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"233,025",Desaparecido,Sin Información,15/02/2023,32,Hombre,Venezuela,Mestizo,Unión Libre,Educación media o secundaria alta,Ninguno,Colombia,Ipiales,Nariño
"233,027",Desaparecido,Sin Información,19/03/2023,26,Hombre,Colombia,Sin Información,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Cali,Valle Del Cauca
"233,028",Desaparecido,Desaparición Presuntamente Forzada,15/03/2023,32,Hombre,Colombia,Negro,Unión Libre,Educación media o secundaria alta,Grupos étnicos,Colombia,Quibdó,Chocó
"233,030",Desaparecido,Sin Información,14/01/2023,45,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"233,032",Aparecio Vivo,Sin Información,21/03/2023,12,Mujer,Colombia,Mestizo,No Aplica,Educación inicial y educación preescolar,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"233,033",Aparecio Vivo,Sin Información,15/01/2023,3,Hombre,Sin información,Sin Información,No Aplica,Sin información,Ninguno,Colombia,Soacha,Cundinamarca
"233,034",Desaparecido,Sin Información,05/03/2023,26,Hombre,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"233,035",Desaparecido,Sin Información,10/02/2023,17,Mujer,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Otro,Colombia,Cúcuta,Norte De Santander
"233,037",Aparecio Vivo,Sin Información,12/03/2023,19,Mujer,Sin información,Sin Información,Sin Información,Sin información,Sin información,Colombia,Valledupar,Cesar
"233,038",Desaparecido,Sin Información,21/03/2023,13,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"233,039",Desaparecido,Sin Información,23/02/2023,19,Hombre,Colombia,Mestizo,Unión Libre,Educación básica primaria,Sin información,Colombia,Bogotá D.C.,Bogotá D.C
"233,040",Desaparecido,Sin Información,13/03/2023,31,Mujer,Sin información,Sin Información,Sin Información,Sin información,Ninguno,Colombia,Valledupar,Cesar
"233,041",Desaparecido,Sin Información,20/03/2023,16,Mujer,Colombia,Mestizo,No Aplica,Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C
