ID,Estado de la desaparición,Clasificación de la desaparición,Fecha de la desaparición,Edad al momento de la desaparición,Sexo del desaparecido,País de nacimiento del desaparecido,Ancestro racial del desaparecido,Estado civil del desaparecido,Escolaridad del desaparecido,Pertenencia grupal del desaparecido,País donde ocurre la desaparición,Municipio donde ocurre la desaparición DANE,Departamento donde ocurre la desaparición DANE,Contexto
"232,799",Desaparecido,Sin Información,2023-03-04T00:00:00.000,27,Hombre,Sin información,Negro,Soltero (a),Educación inicial y educación preescolar,Persona adicta a una droga natural o sintética,Colombia,Cali,Valle Del Cauca,Desaparición
"232,800",Aparecio Vivo,Sin Información,2023-03-03T00:00:00.000,65,Hombre,Sin información,Blanco,Soltero (a),Sin información,Ninguno,Colombia,Cali,Valle Del Cauca,Desaparición
"232,801",Desaparecido,Sin Información,2023-03-08T00:00:00.000,56,Mujer,Colombia,Mestizo,Soltero (a),Educación inicial y educación preescolar,Herido y/o enfermo bajo protección sanitaria o médica,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,802",Desaparecido,Sin Información,2023-03-06T00:00:00.000,55,Hombre,Colombia,Blanco,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Pasto,Nariño,Desaparición
"232,805",Desaparecido,Sin Información,2023-03-07T00:00:00.000,68,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,808",Aparecio Vivo,Sin Información,2023-03-10T00:00:00.000,28,Hombre,Colombia,Blanco,Soltero (a),Educación inicial y educación preescolar,Ninguno,Colombia,Dosquebradas,Risaralda,Desaparición
"232,810",Desaparecido,Sin Información,2023-03-10T00:00:00.000,45,Mujer,Colombia,Mestizo,"Separado(a),Divorciado(a)",Educación técnica profesional y tecnológica,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,811",Desaparecido,Sin Información,2023-02-20T00:00:00.000,51,Hombre,Venezuela,Mestizo,Soltero (a),Sin información,Ninguno,Colombia,Ciénaga,Magdalena,Desaparición
"232,812",Desaparecido,Sin Información,2023-01-01T00:00:00.000,17,Hombre,Venezuela,Mestizo,Unión Libre,Educación básica secundaria o secundaria baja,Ninguno,Perú,Desaparecidos en el extranjero,Desaparecidos en el extranjero,Desaparición
"232,814",Desaparecido,Sin Información,2023-03-12T00:00:00.000,19,Mujer,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Otro,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,815",Desaparecido,Sin Información,2023-03-11T00:00:00.000,55,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,816",Aparecio Vivo,Sin Información,2023-03-11T00:00:00.000,22,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Ituango,Antioquia,Desaparición
"232,818",Aparecio Vivo,Sin Información,2023-03-11T00:00:00.000,19,Mujer,Colombia,Mestizo,Unión Libre,Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,819",Desaparecido,Sin Información,2023-01-27T00:00:00.000,28,Hombre,Colombia,Sin Información,Soltero (a),Educación media o secundaria alta,Sin información,Colombia,Bello,Antioquia,Desaparición
"232,820",Aparecio Vivo,Sin Información,2023-03-07T00:00:00.000,32,Mujer,Colombia,Sin Información,Unión Libre,Educación técnica profesional y tecnológica,Ninguno,Colombia,Ibagué,Tolima,Desaparición
"232,821",Aparecio Vivo,Sin Información,2023-03-10T00:00:00.000,16,Hombre,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,822",Desaparecido,Sin Información,2023-03-07T00:00:00.000,49,Hombre,Ecuador,Blanco,Unión Libre,Educación básica primaria,Ninguno,Colombia,Albán,Nariño,Desaparición
"232,823",Aparecio Vivo,Sin Información,2023-03-12T00:00:00.000,11,Hombre,Colombia,Negro,Sin Información,Educación básica primaria,Ninguno,Colombia,Cali,Valle Del Cauca,Desaparición
"232,824",Desaparecido,Sin Información,2023-03-09T00:00:00.000,33,Mujer,Colombia,Mestizo,Unión Libre,Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,825",Aparecio Vivo,Sin Información,2023-03-07T00:00:00.000,19,Hombre,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,827",Aparecio Vivo,Sin Información,2023-03-11T00:00:00.000,12,Mujer,Colombia,Sin Información,Soltero (a),Educación básica primaria,Sin información,Colombia,Medellín,Antioquia,Desaparición
"232,828",Desaparecido,Sin Información,2023-01-04T00:00:00.000,56,Hombre,Colombia,Mestizo,"Separado(a),Divorciado(a)",Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,829",Desaparecido,Desaparición Presuntamente Forzada,2023-03-07T00:00:00.000,16,Hombre,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Barranquilla,Atlántico,Desaparición
"232,831",Desaparecido,Sin Información,2023-03-09T00:00:00.000,29,Mujer,Sin información,Sin Información,Sin Información,Sin información,Sin información,Colombia,Madrid,Cundinamarca,Desaparición
"232,832",Desaparecido,Sin Información,2023-03-10T00:00:00.000,20,Hombre,Colombia,Mestizo,Soltero (a),Sin escolaridad,Herido y/o enfermo bajo protección sanitaria o médica,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,833",Desaparecido,Sin Información,2023-03-12T00:00:00.000,16,Mujer,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,835",Aparecio Vivo,Sin Información,2023-03-07T00:00:00.000,27,Hombre,Colombia,Sin Información,Soltero (a),Sin información,Sin información,Colombia,Funza,Cundinamarca,Desaparición
"232,836",Desaparecido,Sin Información,2023-01-01T00:00:00.000,73,Hombre,Colombia,Mestizo,Unión Libre,Educación básica primaria,Herido y/o enfermo bajo protección sanitaria o médica,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,838",Desaparecido,Sin Información,2023-03-08T00:00:00.000,53,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,839",Desaparecido,Sin Información,2023-03-11T00:00:00.000,15,Mujer,Colombia,Sin Información,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Ibagué,Tolima,Desaparición
"232,840",Aparecio Vivo,Sin Información,2023-03-11T00:00:00.000,16,Hombre,Colombia,Sin Información,Soltero (a),Educación básica primaria,Ninguno,Colombia,Ibagué,Tolima,Desaparición
"232,841",Aparecio Vivo,Sin Información,2023-03-10T00:00:00.000,61,Mujer,Colombia,Sin Información,Unión Libre,Sin información,Sin información,Colombia,Medellín,Antioquia,Desaparición
"232,842",Desaparecido,Desaparición Presuntamente Forzada,2023-02-21T00:00:00.000,26,Hombre,Venezuela,Sin Información,Soltero (a),Educación media o secundaria alta,Sin información,Colombia,Zaragoza,Antioquia,Desaparición
"232,844",Aparecio Vivo,Sin Información,2023-03-10T00:00:00.000,31,Hombre,Colombia,Sin Información,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Ibagué,Tolima,Desaparición
"232,846",Desaparecido,Sin Información,2023-03-09T00:00:00.000,16,Mujer,Colombia,Sin Información,Soltero (a),Educación media o secundaria alta,Sin información,Colombia,Popayán,Cauca,Desaparición
"232,847",Desaparecido,Sin Información,2023-03-06T00:00:00.000,35,Hombre,Colombia,Sin Información,"Separado(a),Divorciado(a)",Sin información,Ninguno,Colombia,Neiva,Huila,Desaparición
"232,848",Aparecio Vivo,Sin Información,2023-03-03T00:00:00.000,37,Hombre,Colombia,Sin Información,Unión Libre,Educación básica primaria,Sin información,Colombia,Medellín,Antioquia,Desaparición
"232,851",Desaparecido,Sin Información,2023-03-09T00:00:00.000,17,Mujer,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Sin información,Colombia,Popayán,Cauca,Desaparición
"232,853",Aparecio Vivo,Sin Información,2023-03-11T00:00:00.000,16,Mujer,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Cali,Valle Del Cauca,Desaparición
"232,855",Desaparecido,Sin Información,2023-03-13T00:00:00.000,14,Mujer,Colombia,Sin Información,Soltero (a),Educación básica primaria,Ninguno,Colombia,Neiva,Huila,Desaparición
"232,856",Aparecio Vivo,Sin Información,2023-03-13T00:00:00.000,66,Mujer,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Dosquebradas,Risaralda,Desaparición
"232,857",Desaparecido,Sin Información,2023-03-10T00:00:00.000,38,Hombre,Colombia,Mestizo,Casado (a),Educación media o secundaria alta,Ninguno,Colombia,Uramita,Antioquia,Desaparición
"232,858",Aparecio Vivo,Sin Información,2023-03-13T00:00:00.000,10,Hombre,Venezuela,Mestizo,No Aplica,Educación inicial y educación preescolar,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,860",Desaparecido,Sin Información,2023-02-21T00:00:00.000,49,Hombre,Colombia,Sin Información,"Separado(a),Divorciado(a)",Educación básica primaria,Sin información,Colombia,Medellín,Antioquia,Desaparición
"232,862",Aparecio Vivo,Sin Información,2023-03-12T00:00:00.000,15,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,863",Aparecio Vivo,Sin Información,2023-03-09T00:00:00.000,64,Hombre,Colombia,Mestizo,"Separado(a),Divorciado(a)",Educación media o secundaria alta,Ninguno,Colombia,Cali,Valle Del Cauca,Desaparición
"232,866",Desaparecido,Sin Información,2023-03-13T00:00:00.000,16,Mujer,Colombia,Indigena,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,868",Desaparecido,Sin Información,2023-03-11T00:00:00.000,23,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Dosquebradas,Risaralda,Desaparición
"232,869",Desaparecido,Sin Información,2023-03-11T00:00:00.000,34,Hombre,Venezuela,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,870",Desaparecido,Sin Información,2023-03-09T00:00:00.000,15,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Fundación,Magdalena,Desaparición
"232,871",Desaparecido,Sin Información,2023-01-08T00:00:00.000,61,Hombre,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Chile,Desaparecidos en el extranjero,Desaparecidos en el extranjero,Desaparición
"232,872",Desaparecido,Sin Información,2023-03-09T00:00:00.000,20,Hombre,Colombia,Sin Información,Soltero (a),Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Soacha,Cundinamarca,Desaparición
"232,873",Desaparecido,Sin Información,2023-03-13T00:00:00.000,0.083,Hombre,Colombia,Mestizo,No Aplica,Sin información,Ninguno,Colombia,Soledad,Atlántico,Desaparición
"232,876",Aparecio Muerto,Desaparición Presuntamente Forzada,2023-03-13T00:00:00.000,30,Hombre,Colombia,Blanco,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Quibdó,Chocó,Desaparición
"232,877",Desaparecido,Sin Información,2023-03-14T00:00:00.000,15,Mujer,Colombia,Sin Información,Soltero (a),Educación básica primaria,Ninguno,Colombia,Neiva,Huila,Desaparición
"232,878",Desaparecido,Sin Información,2023-03-13T00:00:00.000,15,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,879",Aparecio Vivo,Sin Información,2023-03-12T00:00:00.000,21,Mujer,Venezuela,Mestizo,Soltero (a),Educación media o secundaria alta,Otro,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,880",Aparecio Vivo,Sin Información,2023-03-13T00:00:00.000,30,Mujer,Colombia,Mestizo,Unión Libre,Educación inicial y educación preescolar,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,881",Desaparecido,Sin Información,2023-02-24T00:00:00.000,18,Mujer,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Aldana,Nariño,Desaparición
"232,883",Desaparecido,Sin Información,2023-03-14T00:00:00.000,16,Hombre,Colombia,Sin Información,Soltero (a),Educación básica secundaria o secundaria baja,Sin información,Colombia,Chía,Cundinamarca,Desaparición
"232,884",Aparecio Vivo,Sin Información,2023-03-13T00:00:00.000,15,Mujer,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,885",Aparecio Vivo,Sin Información,2023-03-14T00:00:00.000,7,Mujer,Colombia,Sin Información,No Aplica,Sin información,Sin información,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,886",Desaparecido,Sin Información,2023-02-28T00:00:00.000,20,Hombre,Venezuela,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Persona adicta a una droga natural o sintética,Colombia,Puerto Caicedo,Putumayo,Desaparición
"232,888",Desaparecido,Sin Información,2023-03-08T00:00:00.000,39,Mujer,Venezuela,Mestizo,Soltero (a),Educación técnica profesional y tecnológica,Ninguno,Colombia,Soacha,Cundinamarca,Desaparición
"232,889",Desaparecido,Sin Información,2023-01-02T00:00:00.000,60,Hombre,Colombia,Sin Información,Soltero (a),Educación básica primaria,Sin información,Colombia,Itagui,Antioquia,Desaparición
"232,890",Aparecio Vivo,Sin Información,2023-03-06T00:00:00.000,49,Hombre,Colombia,Mestizo,Soltero (a),Educación técnica profesional y tecnológica,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,894",Aparecio Vivo,Sin Información,2023-03-14T00:00:00.000,15,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Dosquebradas,Risaralda,Desaparición
"232,896",Desaparecido,Sin Información,2023-01-07T00:00:00.000,33,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,898",Desaparecido,Sin Información,2023-01-13T00:00:00.000,41,Mujer,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,900",Aparecio Vivo,Sin Información,2023-03-13T00:00:00.000,19,Mujer,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,901",Aparecio Vivo,Sin Información,2023-03-11T00:00:00.000,26,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,902",Desaparecido,Sin Información,2023-02-19T00:00:00.000,25,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Mosquera,Cundinamarca,Desaparición
"232,903",Desaparecido,Sin Información,2023-03-06T00:00:00.000,34,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Villa Del Rosario,Norte De Santander,Desaparición
"232,904",Aparecio Vivo,Sin Información,2023-03-12T00:00:00.000,17,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Pereira,Risaralda,Desaparición
"232,906",Desaparecido,Sin Información,2023-03-11T00:00:00.000,60,Mujer,Colombia,Mestizo,Unión Libre,Educación inicial y educación preescolar,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,907",Desaparecido,Sin Información,2023-03-11T00:00:00.000,22,Hombre,Colombia,Blanco,Soltero (a),Educación básica primaria,Ninguno,Colombia,Medellín,Antioquia,Desaparición
"232,908",Aparecio Vivo,Sin Información,2023-03-12T00:00:00.000,14,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Soacha,Cundinamarca,Desaparición
"232,909",Desaparecido,Sin Información,2023-03-15T00:00:00.000,11,Hombre,Colombia,Sin Información,Sin Información,Educación básica primaria,Sin información,Colombia,Facatativá,Cundinamarca,Desaparición
"232,911",Desaparecido,Sin Información,2023-03-08T00:00:00.000,19,Mujer,Colombia,Sin Información,Sin Información,Sin información,Sin información,Colombia,Soacha,Cundinamarca,Desaparición
"232,912",Desaparecido,Sin Información,2023-03-13T00:00:00.000,19,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Pereira,Risaralda,Desaparición
"232,913",Desaparecido,Sin Información,2023-02-28T00:00:00.000,49,Hombre,Colombia,Sin Información,Soltero (a),Educación media o secundaria alta,Sin información,Colombia,Sopó,Cundinamarca,Desaparición
"232,914",Desaparecido,Sin Información,2023-03-11T00:00:00.000,13,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Sin información,Colombia,El Rosal,Cundinamarca,Desaparición
"232,915",Aparecio Vivo,Sin Información,2023-03-13T00:00:00.000,18,Mujer,Colombia,Sin Información,Soltero (a),Educación básica secundaria o secundaria baja,Sin información,Colombia,Medellín,Antioquia,Desaparición
"232,916",Desaparecido,Sin Información,2023-02-13T00:00:00.000,28,Mujer,Colombia,Mestizo,Soltero (a),Sin información,Sin información,Colombia,Santa Marta,Magdalena,Desaparición
"232,917",Desaparecido,Sin Información,2023-03-13T00:00:00.000,40,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,918",Aparecio Vivo,Sin Información,2023-03-03T00:00:00.000,1,Mujer,Colombia,Mestizo,No Aplica,Sin información,Ninguno,Colombia,Cali,Valle Del Cauca,Desaparición
"232,921",Aparecio Vivo,Sin Información,2023-03-16T00:00:00.000,17,Mujer,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,922",Desaparecido,Sin Información,2023-03-13T00:00:00.000,77,Hombre,Colombia,Blanco,Soltero (a),Educación técnica profesional y tecnológica,Ninguno,Colombia,Yumbo,Valle Del Cauca,Desaparición
"232,923",Aparecio Vivo,Sin Información,2023-03-03T00:00:00.000,16,Mujer,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,924",Aparecio Vivo,Sin Información,2023-02-19T00:00:00.000,26,Mujer,Colombia,Mestizo,"Separado(a),Divorciado(a)",Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,926",Aparecio Vivo,Sin Información,2023-01-01T00:00:00.000,15,Mujer,Colombia,Sin Información,Soltero (a),Educación básica primaria,Ninguno,Colombia,Ibagué,Tolima,Desaparición
"232,927",Aparecio Vivo,Sin Información,2023-03-14T00:00:00.000,67,Hombre,Colombia,Mestizo,Casado (a),Educación inicial y educación preescolar,Ninguno,Colombia,Chinchiná,Caldas,Desaparición
"232,928",Aparecio Vivo,Sin Información,2023-03-16T00:00:00.000,17,Hombre,Colombia,Mestizo,No Aplica,Educación básica secundaria o secundaria baja,Ninguno,Colombia,Cúcuta,Norte De Santander,Desaparición
"232,929",Desaparecido,Sin Información,2023-02-25T00:00:00.000,20,Hombre,Colombia,Sin Información,Sin Información,Sin información,Sin información,Colombia,Santa Marta,Magdalena,Desaparición
"232,930",Desaparecido,Sin Información,2023-03-17T00:00:00.000,47,Hombre,Colombia,Mestizo,Casado (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,931",Desaparecido,Sin Información,2023-01-17T00:00:00.000,15,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,El Carmen De Viboral,Antioquia,Desaparición
"232,932",Desaparecido,Sin Información,2023-03-13T00:00:00.000,16,Mujer,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,933",Desaparecido,Sin Información,2023-03-16T00:00:00.000,19,Hombre,Colombia,Mestizo,Unión Libre,Educación básica primaria,Sin información,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,934",Desaparecido,Sin Información,2023-03-16T00:00:00.000,19,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,935",Desaparecido,Sin Información,2023-03-17T00:00:00.000,15,Mujer,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,937",Desaparecido,Sin Información,2023-03-18T00:00:00.000,29,Mujer,Colombia,Sin Información,Soltero (a),Educación técnica profesional y tecnológica,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,938",Aparecio Vivo,Sin Información,2023-03-12T00:00:00.000,18,Mujer,Colombia,Mestizo,"Separado(a),Divorciado(a)",Educación básica secundaria o secundaria baja,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,939",Desaparecido,Sin Información,2023-03-12T00:00:00.000,0.666,Mujer,Colombia,Mestizo,No Aplica,Sin información,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,940",Desaparecido,Sin Información,2023-03-10T00:00:00.000,14,Mujer,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,941",Desaparecido,Sin Información,2023-03-13T00:00:00.000,29,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Cali,Valle Del Cauca,Desaparición
"232,942",Aparecio Vivo,Sin Información,2023-03-17T00:00:00.000,14,Mujer,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,943",Desaparecido,Sin Información,2023-03-16T00:00:00.000,14,Mujer,Colombia,Sin Información,Soltero (a),Educación básica primaria,Ninguno,Colombia,Cali,Valle Del Cauca,Desaparición
"232,944",Aparecio Vivo,Sin Información,2023-03-17T00:00:00.000,16,Mujer,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,945",Desaparecido,Sin Información,2023-03-18T00:00:00.000,26,Hombre,Colombia,Mestizo,Unión Libre,Educación técnica profesional y tecnológica,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,946",Aparecio Muerto,Desaparición Presuntamente Forzada,2023-03-15T00:00:00.000,30,Hombre,Colombia,Negro,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Quibdó,Chocó,Desaparición
"232,947",Desaparecido,Sin Información,2023-03-18T00:00:00.000,39,Mujer,Colombia,Mestizo,Unión Libre,Educación media o secundaria alta,Discapacitados (as),Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,948",Desaparecido,Sin Información,2023-03-12T00:00:00.000,29,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Soacha,Cundinamarca,Desaparición
"232,949",Aparecio Muerto,Sin Información,2023-03-17T00:00:00.000,36,Hombre,Colombia,Mestizo,Unión Libre,Educación básica secundaria o secundaria baja,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,950",Aparecio Vivo,Sin Información,2023-03-16T00:00:00.000,33,Mujer,Colombia,Mestizo,Unión Libre,Educación básica secundaria o secundaria baja,Ninguno,Colombia,Cali,Valle Del Cauca,Desaparición
"232,951",Desaparecido,Sin Información,2023-02-28T00:00:00.000,21,Mujer,Colombia,Mestizo,"Separado(a),Divorciado(a)",Educación básica primaria,Ninguno,Colombia,Santa Rosa De Cabal,Risaralda,Desaparición
"232,952",Desaparecido,Sin Información,2023-03-15T00:00:00.000,29,Hombre,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,953",Aparecio Vivo,Sin Información,2023-03-16T00:00:00.000,29,Hombre,Colombia,Mulato,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Pasto,Nariño,Desaparición
"232,954",Aparecio Vivo,Sin Información,2023-03-18T00:00:00.000,60,Hombre,Colombia,Mestizo,Unión Libre,Educación inicial y educación preescolar,Ninguno,Colombia,Cali,Valle Del Cauca,Desaparición
"232,955",Desaparecido,Sin Información,2023-03-16T00:00:00.000,29,Hombre,Colombia,Mestizo,Unión Libre,Educación media o secundaria alta,Ninguno,Colombia,Soacha,Cundinamarca,Desaparición
"232,956",Desaparecido,Sin Información,2023-02-26T00:00:00.000,17,Mujer,Venezuela,Sin Información,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,957",Desaparecido,Sin Información,2023-03-18T00:00:00.000,21,Hombre,Colombia,Mestizo,Soltero (a),Educación inicial y educación preescolar,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,958",Aparecio Vivo,Sin Información,2023-03-11T00:00:00.000,36,Hombre,Colombia,Mestizo,Unión Libre,Educación inicial y educación preescolar,Persona adicta a una droga natural o sintética,Colombia,Cali,Valle Del Cauca,Desaparición
"232,959",Aparecio Vivo,Sin Información,2023-03-17T00:00:00.000,14,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,960",Aparecio Vivo,Sin Información,2023-03-18T00:00:00.000,49,Mujer,Colombia,Sin Información,Unión Libre,Educación básica primaria,Ninguno,Colombia,Ibagué,Tolima,Desaparición
"232,961",Aparecio Vivo,Sin Información,2023-03-16T00:00:00.000,64,Hombre,Sin información,Mestizo,Soltero (a),Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,962",Aparecio Vivo,Sin Información,2023-03-18T00:00:00.000,57,Mujer,Colombia,Negro,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Cali,Valle Del Cauca,Desaparición
"232,963",Desaparecido,Sin Información,2023-03-10T00:00:00.000,40,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Otro,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,965",Aparecio Vivo,Sin Información,2023-03-13T00:00:00.000,72,Hombre,Colombia,Sin Información,Unión Libre,Sin información,Ninguno,Colombia,Girardot,Cundinamarca,Desaparición
"232,968",Aparecio Muerto,Desaparición Presuntamente Forzada,2023-03-18T00:00:00.000,28,Hombre,Colombia,Blanco,Soltero (a),Educación inicial y educación preescolar,Comunidad LGBT,Colombia,Guadalajara De Buga,Valle Del Cauca,Desaparición
"232,969",Desaparecido,Sin Información,2023-03-03T00:00:00.000,16,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Medellín,Antioquia,Desaparición
